,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
969,Self Contained,"Abraham Adesanya Estate, Ajah, Lagos","₦ 1,100,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/2456846-self-contained
970,Luxury Standard Ensuit 1 Bedroom Spacious Apartment With Inverter,"Atlantic Layout 'general Paint, Ajah, Lagos","₦ 4,000,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3212131-luxury-standard-ensuit-1-bedroom-spacious-apartment-with-inverter
971,Luxury Standard 4 Bedroom Semi Detached House Witb Bq/ Gate/ Gen House,"Peninsula Garden Estate, Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3211179-luxury-standard-4-bedroom-semi-detached-house-witb-bq-gate-gen-house
972,Spacious 4 Bedroom Terrace House,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 5,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3198122-spacious-4-bedroom-terrace-house
973,4 Bedroom Semi Detached Duplex Urban Prime Estate A. Adesanya Shah Lek,"Abraham Adesanya, Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3210750-4-bedroom-semi-detached-duplex-urban-prime-estate-a-adesanya-shah-lek
974,Two Bedroom Duplex,"Owode, Ado, Ajah, Lagos","₦ 3,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/ado/3210481-two-bedroom-duplex
975,"A Very Sweet And Very Spacious 3 Bedroom Apartment, All Ensuite","Badore, Ajah, Lagos","₦ 2,600,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3207683-a-very-sweet-and-very-spacious-3-bedroom-apartment-all-ensuite
976,Spacious And Standard 2 Bedroom Apartment,"Marshy Hill Estate, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3203044-spacious-and-standard-2-bedroom-apartment
977,Luxury 4 Bedroom Terrace Duplex With Excellent Facilities,"Ajah, Lagos","₦ 6,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3201936-luxury-4-bedroom-terrace-duplex-with-excellent-facilities
978,Newly Built & Executive 4-bedroom Terrace Duplex,"General Paint, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/cdn-cgi/l/email-protection
979,Brand New Four Bedroom Detached Duplex With Swimming Pool,"Crown Estate, Sangotedo, Ajah, Lagos","₦ 12,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/sangotedo/3200790-brand-new-four-bedroom-detached-duplex-with-swimming-pool
980,Beautiful Spacious Standard 3 Bedroom Bungalow,"Abraham Adesanya, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom detached bungalow for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-bungalows/lagos/ajah/3200323-beautiful-spacious-standard-3-bedroom-bungalow
981,Two Bedroom Apartment,"Seaside Estate, Badore, Ajah, Lagos","₦ 1,800,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3198286-two-bedroom-apartment
982,Newly Built Luxury Serviced 3 Bedrooms Terrace Duplex With Pool & Bq,"Sangotedo, Ajah, Lagos","₦ 6,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3196179-newly-built-luxury-serviced-3-bedrooms-terrace-duplex-with-pool-bq
983,Fully Furnished 2 Bedroom Apartment With Bq,"Citadel View Estate, Ogombo, Ajah, Lagos","₦ 10,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ogombo/3194805-fully-furnished-2-bedroom-apartment-with-bq
984,2 Bedrooms Terraced Duplex House,"Harmony Estate, Langbasa, Ado, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ado/3128409-2-bedrooms-terraced-duplex-house
985,4 Bedrooms Semi Detached Duplex With A Bq,"Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3194056-4-bedrooms-semi-detached-duplex-with-a-bq
986,Brand New 2-bedroom Apartment,"Ajah, Lagos","₦ 5,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3190526-brand-new-2-bedroom-apartment
987,Massive Shared Apartment  In A Call Access Estate  Interlocking Road,"Badore, Ajah, Lagos","₦ 700,000 per annum",1 Bathroom,1 Toilet,1 Parking Space,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/badore/3189500-massive-shared-apartment-in-a-call-access-estate-interlocking-road
988,A Spacious Shop,"Ado, Ajah, Lagos","₦ 3,200,000 per annum",,N/A,N/A,Shop for rent,https://nigeriapropertycentre.com/for-rent/commercial/shops/lagos/ajah/ado/3189433-a-spacious-shop
989,4 Bedroom Terrace Duplex,"Off Mobil Road, Ajah, Lagos","₦ 12,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3189197-4-bedroom-terrace-duplex
990,Lovely 4 Bedroom Semi Detached Duplex + Bq,"Royal Garden Estate, Ajiwe, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/ajiwe/3153689-lovely-4-bedroom-semi-detached-duplex-bq
991,Beautiful And Standard 2 Bedroom Apartment,"Infinity Estate, Ado, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3188780-beautiful-and-standard-2-bedroom-apartment
992,Well Maintained Standard 4 Bedroom Semi-detached Duplex House With Bq,"Royal Garden Estate, Ajah, Lagos","₦ 9,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3187484-well-maintained-standard-4-bedroom-semi-detached-duplex-house-with-bq
993,Spacious And Affordable 3 Bedroom Apartment,"Palm Crescent, Badore, Ajah, Lagos","₦ 1,700,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3187449-spacious-and-affordable-3-bedroom-apartment
994,Sharp And Spacious 2 Bedroom Apartment,"Palm Crescent, Badore, Ajah, Lagos","₦ 2,300,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3187413-sharp-and-spacious-2-bedroom-apartment
995,3 Bedroom Terrace Duplex,"Sangotedo, Ajah, Lagos","₦ 6,500,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3180873-3-bedroom-terrace-duplex
996,Brand New 3 Bedroom Flat With A Room Bq,"Monastery Road,by Shoprite, Sangotedo, Ajah, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,N/A,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3153446-brand-new-3-bedroom-flat-with-a-room-bq
997,Standard And Spacious 2 Bedroom Apartment,"Palm Crescent Estate, Badore, Ajah, Lagos","₦ 1,800,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3179344-standard-and-spacious-2-bedroom-apartment
998,Newly Built Executive Mini Flat(room & Parlor) In A Call To Access Estate,"Lbs, Sangotedo, Ajah, Lagos","₦ 2,000,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3174909-newly-built-executive-mini-flatroom-parlor-in-a-call-to-access-estate
999,Luxury Mini Flat Upstairs,"Sangotedo, Ajah, Lagos","₦ 2,000,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3122628-luxury-mini-flat-upstairs
1000,Sharp  Mini Flat,"United Estate, Sangotedo, Ajah, Lagos","₦ 1,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3166386-sharp-mini-flat
1001,A Detached Compound Warehouse,"Lafiaji , Orchid, Okun-Ajah, Ajah, Lagos","₦ 15,000,000 per annum",,N/A,N/A,Warehouse for rent,https://nigeriapropertycentre.com/for-rent/commercial/warehouses/lagos/ajah/okun-ajah/3177740-a-detached-compound-warehouse
1002,Brand Newly Built Luxury 1 Bedroom Apartments,"By Redeem Bustop, Ogombo, Ajah, Lagos","₦ 1,500,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/ogombo/3177513-brand-newly-built-luxury-1-bedroom-apartments
1003,Luxury 3 Bedroom Terrace,"Off Mobile Road, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3177217-luxury-3-bedroom-terrace
1004,Unfurnished Spacious 4 Bedroom Duplex,"Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,N/A,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3176748-unfurnished-spacious-4-bedroom-duplex
1005,3 Bedroom Semi Detached House,"Scheme 2, Lekki, Lagos","₦ 5,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/lekki/3176418-3-bedroom-semi-detached-house
1006,Self Contain Apartment,"Ado, Ajah, Lagos","₦ 1,200,000 per annum",1 Bathroom,1 Toilet,3 Parking Spaces,Self contain (single rooms) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/lagos/ajah/ado/3175416-self-contain-apartment
1007,Mini Flat,"Ado, Ajah, Lagos","₦ 1,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/ado/3175401-mini-flat
1008,Spacious 3 Bedroom Flat,"Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,2 Bathrooms,3 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3173719-spacious-3-bedroom-flat
1009,4 Bedroom Fully Detached Duplex With A Bq,"Ajah, Lagos","₦ 15,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3172782-4-bedroom-fully-detached-duplex-with-a-bq
1010,Exquisite 4 Bedroom Terrace Duplex,"Peninsula Garden Estate, Sangotedo, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3171016-exquisite-4-bedroom-terrace-duplex
1011,Very Sharp Modern 3 Bedroom Flat With State Of Art Amenities,"Thomas Estate, Ajiwe, Ajah, Lagos","₦ 4,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ajiwe/3169803-very-sharp-modern-3-bedroom-flat-with-state-of-art-amenities
1012,Executive Luxury 2 Bedroom Apartment,"Off Hitech Road Palmville Estate,  Beside Lagos Business School ( Lbs, Ajah, Lagos","₦ 7,500,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3168946-executive-luxury-2-bedroom-apartment
1013,Well Structured Mini Flat,"Thera Annex Estate, Sangotedo, Ajah, Lagos","₦ 1,700,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/sangotedo/3168183-well-structured-mini-flat
1014,Nice And Standard 3 Bedroom Upstairs Flat,"Sangotedo, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3168110-nice-and-standard-3-bedroom-upstairs-flat
1015,Now Available; 4 Bedroom Terrace Duplex,"Off Mobil Road, Ilaje, Ajah, Lagos","₦ 5,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/ilaje-ajah/3167949-now-available-4-bedroom-terrace-duplex
1016,Luxury 4 Bedroom Duplex With Study Room In A Call In Estate,"Sangotedo, Ajah, Lagos","₦ 6,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/3165314-luxury-4-bedroom-duplex-with-study-room-in-a-call-in-estate
1017,4 Bedroom Self-serviced Semi-detached Duplex With 1 Room Bq,"Ilaje, Ajah, Lagos","₦ 7,000,000 per annum",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/ilaje-ajah/3165171-4-bedroom-self-serviced-semi-detached-duplex-with-1-room-bq
1018,Standard And Specials 3 Bedroom Flats New House,"Badore Road At Royal Palm Will Estate, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3164372-standard-and-specials-3-bedroom-flats-new-house
1019,Spacious Luxury 2 Bedroom Flat With Excellent Features,"Temidoyo Estate, Ogombo, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3160163-spacious-luxury-2-bedroom-flat-with-excellent-features
1020,ððððð ððð 4 ððððððð ððð...,"Ajah, Lagos","₦ 6,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3159957-4
1021,Luxury 2 Bedroom Flat,"Remlek, Badore, Ajah, Lagos","₦ 2,700,000 per annum",2 Bedrooms,N/A,N/A,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3152545-luxury-2-bedroom-flat
1022,Luxury Miniflat,"Badore, Ajah, Lagos","₦ 2,000,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/badore/3152503-luxury-miniflat
1023,Brand New 4 Bedroom Semi Detached Duplex +bq With Excellent Facilities,"Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3149380-brand-new-4-bedroom-semi-detached-duplex-bq-with-excellent-facilities
1024,Standard And Spacious 2 Bedroom Apartment,"Ado, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3149196-standard-and-spacious-2-bedroom-apartment
1025,Beautiful And Standard 2 Bedroom Apartment,"Ado, Ajah, Lagos","₦ 2,400,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3149177-beautiful-and-standard-2-bedroom-apartment
1026,Beautiful And Standard 3 Bedroom Apartment,"Ado , Marshill Estate, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3149158-beautiful-and-standard-3-bedroom-apartment
1027,Spacious And Standard 3 Bedroom Apartment,"Mobil Road, Ajah, Lagos","₦ 3,700,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3149118-spacious-and-standard-3-bedroom-apartment
1028,Sharp And Spacious 3 Bedrooms Apartment,"Langbasa, Ado, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ado/3149050-sharp-and-spacious-3-bedrooms-apartment
1029,Beautiful And Standard 3 Bedroom Apartment,"Thomas Estate, Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3148426-beautiful-and-standard-3-bedroom-apartment
1030,Sharp And Standard 2 Bedroom Apartment,"Mobil Road, Ajah, Lagos","₦ 2,500,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3148397-sharp-and-standard-2-bedroom-apartment
1031,Smart Spacious Conducive 4 Bedrooms Detached Duplex With Ac And Bq.,"Royal Garden Estate, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3148385-smart-spacious-conducive-4-bedrooms-detached-duplex-with-ac-and-bq
1032,A Brand New 5 Bedroom Fully Detached Duplex With A Room Bq,"Royal Garden Estate, Ajah, Lagos","₦ 17,000,000 per annum",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3148201-a-brand-new-5-bedroom-fully-detached-duplex-with-a-room-bq
1033,Affordable And Spacious Self Contain,"Ikota (close To Mega Chicken), Ajah, Lagos","₦ 1,300,000 per annum",1 Bedroom,1 Bathroom,1 Toilet,1 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3147741-affordable-and-spacious-self-contain
1034,Spacious And Clean 4 Bedroom Duplex,"First Unity, Ajah, Lagos","₦ 3,500,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3147455-spacious-and-clean-4-bedroom-duplex
1035,Clean And Spacious 3 Bedroom Flat,"Progress Estate, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3147426-clean-and-spacious-3-bedroom-flat
1036,Luxury 4 Bedroom Terrace Duplex,"Ajah, Lekki, Lagos","₦ 120,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/lekki/3147341-luxury-4-bedroom-terrace-duplex
1037,Newly Built 2 Bedroom Flat,"Westwood Estate, Ajah, Lagos","₦ 4,000,000 per annum",2 Bedrooms,3 Bathrooms,3 Toilets,2 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3147334-newly-built-2-bedroom-flat
1038,4 Bedroom Semi Detached Duplex With Bq,"Sangotedo, Ajah, Lagos","₦ 10,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3146402-4-bedroom-semi-detached-duplex-with-bq
1039,Luxury 4 Bedroom Terrace Duplex With Bq,"Thomas Estate, Ajah, Lagos","₦ 8,000,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3143896-luxury-4-bedroom-terrace-duplex-with-bq
1040,Newly Built Luxury 2 Bedroom Apartment,"Balogun Estate Majeck, Sangotedo, Ajah, Lagos","₦ 3,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/sangotedo/3063729-newly-built-luxury-2-bedroom-apartment
1041,Brand Newly Built Luxury 3 Bedrooms Terrace Duplex With 1-room Bq,"Atlantic Nominee Estate, General Paint, Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,N/A,N/A,3 bedroom house for rent,https://nigeriapropertycentre.com/for-rent/houses/lagos/ajah/3111455-brand-newly-built-luxury-3-bedrooms-terrace-duplex-with-1-room-bq
1042,3 Bedroom Apartment Downstairs,"Ado Road, Ajah, Lagos","₦ 3,000,000 per annum",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3111372-3-bedroom-apartment-downstairs
1043,Executive 2bedrooms Luxury Apartment,"Badore, Ajah, Lagos","₦ 2,800,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/3110640-executive-2bedrooms-luxury-apartment
1044,Modern Built Well Maintained Miniflat Apartment,"Inside Abraham Adesanya Estate, Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,N/A,N/A,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3109476-modern-built-well-maintained-miniflat-apartment
1045,Luxury And Excellent 3 Bedrooms Duplex,"Fruit Estate, General Paint Area, Ajah, Lagos","₦ 7,000,000 per annum",3 Bedrooms,N/A,4 Toilets,3 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/3105018-luxury-and-excellent-3-bedrooms-duplex
1046,Aumotated 5 Bedroom Detached House,"Lekki Garden, Ajah, Lagos","₦ 550,000,000 per annum",5 Bedrooms,N/A,N/A,5 bedroom detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/lagos/ajah/3102601-aumotated-5-bedroom-detached-house
1047,Two Bedroom Apartment,"Greenville Estate, Badore, Ajah, Lagos","₦ 4,000,000 per annum",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/badore/3101932-two-bedroom-apartment
1048,Land,"Badore, Ajah, Lagos","₦ 57,000,000 per annum",,N/A,N/A,Mixed-use land for rent,https://nigeriapropertycentre.com/for-rent/land/mixed-use-land/lagos/ajah/badore/3101906-land
1049,Luxurious1 Bedroom Apartment With Excellent Facilities,"Ajah, Lagos","₦ 2,500,000 per annum",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/mini-flats/lagos/ajah/3100978-luxurious1-bedroom-apartment-with-excellent-facilities
1050,Luxury 4 Bedroom Duplex With Excellent Features,"Meadow View Estate, Ogombo, Ajah, Lagos","₦ 5,000,000 per annum",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3099545-luxury-4-bedroom-duplex-with-excellent-features
1051,Newly Buildt Spacious Luxury 3 Bedroom Flat With Excellent Features,"Greenland Estate, Ogombo, Ajah, Lagos","₦ 3,500,000 per annum",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom flat / apartment for rent,https://nigeriapropertycentre.com/for-rent/flats-apartments/lagos/ajah/ogombo/3098820-newly-buildt-spacious-luxury-3-bedroom-flat-with-excellent-features
1052,A Newly Built 4 Bedroom Terraced Duplex With Bq,"Olokonla, Ajah, Lagos","₦ 5,500,000 per annum",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/terraced-duplexes/lagos/ajah/olokonla/2959805-a-newly-built-4-bedroom-terraced-duplex-with-bq
1053,Luxury 4 Bedroom Semi Detached Duplex With A Bq,"Royal Garden Estate, Ajah, Lagos","₦ 13,000,000 per annum",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for rent,https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/lagos/ajah/3097027-luxury-4-bedroom-semi-detached-duplex-with-a-bq
