,Title,Location,Price,Bedrooms,Bathrooms,Toilets,Property Type,URL
3918,Bedrooms Semi Detached 4bedrooms Duplex With Bq,"Ajah, Lagos","₦ 135,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3096176-bedrooms-semi-detached-4bedrooms-duplex-with-bq
3919,5 Bedrooms Fully Detached Duplex With Swimming Pool,"Lekki, Lagos","₦ 285,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3086539-5-bedrooms-fully-detached-duplex-with-swimming-pool
3920,Newly Built 3 Bedrooms Terraced Duplex Available,"Abraham Adesanya Lbs, Lekki, Lagos","₦ 75,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/3055908-newly-built-3-bedrooms-terraced-duplex-available
3921,"Spacious, 4-bedroom Fully Detached Duplex","Ajah, Lagos","₦ 220,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3204253-spacious-4-bedroom-fully-detached-duplex
3922,Spacious 5 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 235,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219084-spacious-5-bedroom-fully-detached-duplex
3923,Newly Built 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3219113-newly-built-4-bedroom-fully-detached-duplex
3924,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
3925,Luxury 4 Bedroom Terraced Duplex,"Abraham Adesanya, Ogombo, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/ogombo/3216828-luxury-4-bedroom-terraced-duplex
3926,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,N/A,N/A,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216540-contemporary-5-bedroom-detached-duplex
3927,Brand New 4 Bedroom Detached Home,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,N/A,N/A,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216546-brand-new-4-bedroom-detached-home
3928,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 210,000,000",4 Bedrooms,4 Bathrooms,N/A,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3216610-4-bedroom-fully-detached-duplex
3929,"Survey Plan, Deed Of Assignments And Family Reciept","Divine Home, Thomas Estate, Ajah, Lagos","₦ 300,000,000",,N/A,N/A,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/3198647-survey-plan-deed-of-assignments-and-family-reciept
3930,Land,"Thomas Estate, Ajah, Lagos","₦ 160,000,000",664 sqm Total Area,N/A,N/A,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/3198664-land
3931,Affordable Luxury 4 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 155,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3216988-affordable-luxury-4-bedroom-detached-duplex-with-bq
3932,5 Bedrooms Fully Detached Duplex,"Ajah, Lagos","₦ 175,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217043-5-bedrooms-fully-detached-duplex
3933,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 210,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217056-4-bedroom-fully-detached-duplex
3934,2 Bedroom Terrace Duplex,"Abraham Adesanya, Ajah, Lagos","₦ 90,000,000",2 Bedrooms,2 Bathrooms,3 Toilets,2 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3179929-2-bedroom-terrace-duplex
3935,Brand New 4 Bedroom Fully Detached  Fully Automated Duplex,"Ajah, Lagos","₦ 198,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217369-brand-new-4-bedroom-fully-detached-fully-automated-duplex
3936,4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3217440-4-bedroom-semi-detached-duplex-with-bq
3937,Land Measured At 1070sqm Suitable For Commercial,"Off Okunajah Junction Atican Beach Estate Road, Ajah, Lagos","₦ 120,000,000",100 Parking Spaces,N/A,N/A,Commercial land for sale,https://nigeriapropertycentre.com/for-sale/land/commercial-land/lagos/ajah/3217483-land-measured-at-1070sqm-suitable-for-commercial
3938,5 Bedroom Detached Duplex With Boy's Quarters,"Ajah, Lagos","₦ 160,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217613-5-bedroom-detached-duplex-with-boys-quarters
3939,Exclusively Finished To Taste Luxury 4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 195,000,000",4 Bedrooms,4 Bathrooms,N/A,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217650-exclusively-finished-to-taste-luxury-4-bedroom-fully-detached-duplex
3940,800sqm Of Bareland,"Oke Ira Nla, Ajah, Lagos","₦ 45,000,000",800 sqm Total Area,N/A,N/A,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/3217664-800sqm-of-bareland
3941,Contemporary 5 Bedroom Detached Home,"Ajah, Lagos","₦ 260,000,000",5 Bedrooms,5 Bathrooms,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217685-contemporary-5-bedroom-detached-home
3942,Luxury 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 290,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217740-luxury-5-bedroom-detached-duplex
3943,Luxury 4 Bedroom Detached Duplex,"Ajah, Lagos","₦ 170,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3217755-luxury-4-bedroom-detached-duplex
3944,Luxury 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3217765-luxury-4-bedroom-semi-detached-duplex
3945,Luxury Maisonnette Duplex,"Lekki Scheme 1, Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3301136-luxury-maisonnette-duplex
3946,4 Bedroom Semi Detached House,"Cooperative Villa Estate, Badore, Ajah, Lagos","₦ 180,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/badore/3216292-4-bedroom-semi-detached-house
3947,Luxurious 4 Bedroom Detached Duplex With A Bq,"Sangotedo, Ajah, Lagos","₦ 190,000,000",4 Bedrooms,4 Bathrooms,4 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3215245-luxurious-4-bedroom-detached-duplex-with-a-bq
3948,Brand New 3 Bedroom Semi-detached Duplex,"Sangotedo, Ajah, Lagos","₦ 90,000,000",3 Bedrooms,3 Bathrooms,3 Toilets,3 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/sangotedo/3215394-brand-new-3-bedroom-semi-detached-duplex
3949,Standard And Spacious 4 Bedroom Duplex,"Victory Estate, Ajah, Lagos","₦ 350,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3214371-standard-and-spacious-4-bedroom-duplex
3950,Contemporary 4 Bedroom  Duplex With Bq,"Sunrise Estate, Ajah, Lagos","₦ 160,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3214520-contemporary-4-bedroom-duplex-with-bq
3951,Newly Built 3 Bedroom Terrace With Personal Compound,"General Paint, Ajah, Lagos","₦ 100,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3214937-newly-built-3-bedroom-terrace-with-personal-compound
3952,Lovely 3 Bedroom Apartments,"Ajah, Lagos","₦ 60,000,000",3 Bedrooms,4 Bathrooms,4 Toilets,3 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3215183-lovely-3-bedroom-apartments
3953,Stunning 5 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3215676-stunning-5-bedroom-detached-duplex-with-bq
3954,Well Built 5 Bedroom Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3215690-well-built-5-bedroom-detached-duplex-with-swimming-pool-and-bq
3955,Well Built 4 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 220,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3215709-well-built-4-bedroom-detached-duplex-with-bq
3956,4 Bedrooms Detached Duplex + Bq,"Lekki, Lagos","₦ 170,000,000",4 Bedrooms,43 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/lekki/3047182-4-bedrooms-detached-duplex-bq
3957,Lovely 3 Bedroom Terrace Duplex (self Compound),"General Paint, Ajah, Lagos","₦ 110,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3216020-lovely-3-bedroom-terrace-duplex-self-compound
3958,Spacious And Modern 5-bedroom Detached Duplex With Premium Features,"Royal Garden Estate, Ajah, Lagos","₦ 800,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3216159-spacious-and-modern-5-bedroom-detached-duplex-with-premium-features
3959,Brand New 3 Bedroom Semi Detached Home,"Ajah, Lagos","₦ 160,000,000",3 Bedrooms,N/A,N/A,3 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216247-brand-new-3-bedroom-semi-detached-home
3960,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,N/A,N/A,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216260-contemporary-5-bedroom-detached-duplex
3961,Brand New 4 Bedroom Fully Detached Home,"Ajah, Lagos","₦ 250,000,000",4 Bedrooms,N/A,N/A,4 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216278-brand-new-4-bedroom-fully-detached-home
3962,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,N/A,N/A,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216283-contemporary-5-bedroom-detached-duplex
3963,Luxurious 4 Bedroom With Amazing Facilities,"Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/ajah/3216302-luxurious-4-bedroom-with-amazing-facilities
3964,3 Bedroom Apartment In A Very Secure Estate,"Off Mobil Road, Ajah, Lagos","₦ 47,000,000",3 Bedrooms,3 Bathrooms,4 Toilets,3 bedroom flat / apartment for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/lagos/ajah/3216473-3-bedroom-apartment-in-a-very-secure-estate
3965,Contemporary 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,N/A,N/A,5 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/3216539-contemporary-5-bedroom-detached-duplex
3966,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
3967,1800 Sqm,"Off Lekki Expressway, Before Chevron, Lekki Expressway, Lekki, Lagos","₦ 3,240,000,000",,N/A,N/A,Commercial land for sale,https://nigeriapropertycentre.com/for-sale/land/commercial-land/lagos/lekki/lekki-expressway/3212932-1800-sqm
3968,2 Plots Of Land,"Royal Palmwill Estate, Badore, Ajah, Lagos","₦ 50,000,000",,N/A,N/A,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/badore/3213869-2-plots-of-land
3969,Well Maintained And Spacious 5 Bedroom Fully Detached  With Bq,"Sangotedo, Ajah, Lagos","₦ 135,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/sangotedo/3213732-well-maintained-and-spacious-5-bedroom-fully-detached-with-bq
3970,House Storey Building Comprising 6 Flats And A Bungalow,"Casia Estate, Abijo, Lekki, Lagos","₦ 200,000,000",9 Parking Spaces,N/A,N/A,Block of flats for sale,https://nigeriapropertycentre.com/for-sale/houses/block-of-flats/lagos/lekki/abijo/3214335-house-storey-building-comprising-6-flats-and-a-bungalow
3971,Fully Serviced Miniflat,"Greenbay Estate, Ilaje, Ajah, Lagos","₦ 60,000,000",1 Bedroom,1 Bathroom,2 Toilets,1 bedroom mini flat (room and parlour) for sale,https://nigeriapropertycentre.com/for-sale/flats-apartments/mini-flats/lagos/ajah/ilaje-ajah/3213151-fully-serviced-miniflat
3972,Fenced And Gated Bare Land Measuring 1200sqm,"Okun-Ajah, Ajah, Lagos","₦ 80,000,000",,N/A,N/A,Mixed-use land for sale,https://nigeriapropertycentre.com/for-sale/land/mixed-use-land/lagos/ajah/okun-ajah/3212833-fenced-and-gated-bare-land-measuring-1200sqm
3973,Luxury 5-bedroom Fully Detached Smart Home With Bq & Swimming Pool,"Ajah, Lagos","₦ 300,000,000",5 Bedrooms,5 Bathrooms,5 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3212475-luxury-5-bedroom-fully-detached-smart-home-with-bq-swimming-pool
3974,A Fully Furnished 4 Bedroom Semi Detached With An Inverter 24hrs Light,"Atlantic Estate, Ajah, Lagos","₦ 130,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3211249-a-fully-furnished-4-bedroom-semi-detached-with-an-inverter-24hrs-light
3975,Exquisite 5 Bedroom Detached Duplex,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,N/A,N/A,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3212699-exquisite-5-bedroom-detached-duplex
3976,4 Bedroom Fully Detached Duplex,"Ajah, Lagos","₦ 210,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213045-4-bedroom-fully-detached-duplex
3977,4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 150,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3213069-4-bedroom-semi-detached-duplex
3978,Stunning 5 Bedroom Detached Duplex With Bq,"Ajah, Lagos","₦ 280,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213148-stunning-5-bedroom-detached-duplex-with-bq
3979,Stunning 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3213232-stunning-4-bedroom-semi-detached-duplex-with-bq
3980,Lovely 5 Bedroom Detached Duplex With Swimming Pool And Bq,"Ajah, Lagos","₦ 250,000,000",5 Bedrooms,5 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213257-lovely-5-bedroom-detached-duplex-with-swimming-pool-and-bq
3981,4 Bedroom Fully Detached Duplex With A Bq,"Ajah, Lagos","₦ 170,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213322-4-bedroom-fully-detached-duplex-with-a-bq
3982,Well Built 4 Bedroom Semi Detached Duplex,"Ajah, Lagos","₦ 140,000,000",4 Bedrooms,5 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3206562-well-built-4-bedroom-semi-detached-duplex
3983,Brand New 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 160,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3189310-brand-new-4-bedroom-semi-detached-duplex-with-bq
3984,5 Bedroom Fully Detached Duplex With Bq,"Ajah, Lagos","₦ 190,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213766-5-bedroom-fully-detached-duplex-with-bq
3985,Lovely 4 Bedroom Semi Detached Duplex With Bq,"Ajah, Lagos","₦ 145,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3213770-lovely-4-bedroom-semi-detached-duplex-with-bq
3986,Standard And Spacious 5 Bedroom Fully Detached Duplex,"Thomas Estate, Ajah, Lagos","₦ 230,000,000",5 Bedrooms,6 Bathrooms,6 Toilets,5 bedroom detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/detached-duplexes/lagos/ajah/3213841-standard-and-spacious-5-bedroom-fully-detached-duplex
3987,Fully Furnished 4 Bedroom Semi Detached Duplex,"Okun Ajah, Ajah, Lagos","₦ 110,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom semi-detached duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/semi-detached-duplexes/lagos/ajah/3302771-fully-furnished-4-bedroom-semi-detached-duplex
3988,Exquisite 4 Bedroom Terrace Duplex With Bq,"Vgc, Lekki Phase 2, Lekki, Lagos","₦ 90,000,000",4 Bedrooms,4 Bathrooms,5 Toilets,4 bedroom terraced duplex for sale,https://nigeriapropertycentre.com/for-sale/houses/terraced-duplexes/lagos/lekki/lekki-phase-2/3212305-exquisite-4-bedroom-terrace-duplex-with-bq
3989,Exquisite 4 Units 3 Bedroom Carcass Blocks Of Flat,"Badore, Ajah, Lagos","₦ 120,000,000",12 Bedrooms,12 Bathrooms,16 Toilets,12 bedroom house for sale,https://nigeriapropertycentre.com/for-sale/houses/lagos/ajah/badore/3212332-exquisite-4-units-3-bedroom-carcass-blocks-of-flat
